Storage Interface,Colour,Screen Details,RAM Type,Removable Battery,RAM,Display Type,Weight,USB 3.1,Hard Drive RPM,USB 2.0,Touchscreen,Processor Brand,Webcam Resolution,Screen Resolution,Technologies,Input,Pointer Input,Processor,Adapter,Processor Details,Fingerprint Scanner,RJ45 LAN (Ethernet),Graphics Memory Type,Memory Slots,WiFi,Warranty,RAM Expandable Upto,Storage Type,Graphics Processor,2 in 1 Laptop (Convertible),HDMI,Bluetooth,VGA,Processor Clock Speed,Optical Drive,Video Recording,Warranty Details,Battery Type,Micro USB,Webcam,OS Version,Sales Package,Chipset,USB 3.0,Dimensions (mm),RAM Frequency,Cache,Keyboard,Secondary Storage Capacity,Storage Capacity,Mini DisplayPort,Lockport,Operating System,Battery Cell,Processor Model,Media Card Support,Speakers,Battery Capacity,Dedicated Graphics Memory,Warranty Type,USB Type C,Battery Life (Upto),SIM Card Slot,Screen Size
 SATA , Black , HD Anti-Glare LED Display , DDR3 ,, 4GB 6 / 10 , LED , 2.1 kg ,, 5400 RPM ," Yes, 1 ", No , AMD ,, 1366 x 768 pixels 7 / 10 ,," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , AMD A6 APU 7 / 10 ,,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year ,, HDD , AMD Radeon R5 M430 ,,," Yes, 4.0 ",, 2GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ",, 1600MHz ,, QWERTY ,, 500GB 8 / 10 ,, No , Windows , 3 Cell , Dual Core 9200 ," SD, SDHC, SDXC ", Dual speakers ,,,,,,, 15.6 inch 
 SATA , Platinum Silver , Full HD LED Backlit Anti-glare Display , DDR4 ,, 8GB 8 / 10 ,, 2.2 kg ," Yes, 2 ", 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i7 (8th Gen) 9 / 10 , 65 W , Turbo Boost Upto 4 GHz , No , Yes , GDDR5 ,," Yes, IEEE 802.11ac ", 1 Year , Upto 32GB , HDD , AMD Radeon 530 , No , Yes ," Yes, 4.2 ", No , 1.8GHz , No ,,,, No , Yes 10 / 10 , Windows 10 ,,, No , 15.6 x 9.60 x 0.79 , 2400MHz , 8 MB ," Backlit, QWERTY ", 128GB SSD , 2TB 10 / 10 , No ,, Windows ,, 8550U ," SD, SDHC, SDXC ", Built-in Speakers ,, 4GB Graphics , Onsite ," Yes, 1 ",, No , 15.6 inch 
 SATA , Black , HD Display , DDR4 , Yes , 8GB 8 / 10 ,,, No , 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels 6 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i5 (7th Gen) 9 / 10 ,, Turbo Boost Upto 3.1 GHz , No , Yes , GDDR4 ,2, Yes , 1 Year , Upto 16GB , HDD , AMD Radeon R5 M430 , No , Yes ," Yes, v4.2 ", No , 2.5GHz , No ,,,, No , Yes 10 / 10 ,,,," Yes, 2 ",,, 3 MB , QWERTY + Numpad ,, 1TB 10 / 10 , No ,, DOS ,, 7200U ," SD, SDHC, SDXC ", Stereo Speakers ,, 2GB Graphics , Onsite , No ,, No , 15.6 inch 
 SATA , Black , HD LED Backlit Display with Truelife , DDR3L , No , 4GB 7 / 10 ,, 2.4 kg ,, 5400 RPM ," Yes, 2 ", No , Intel ,, 1366 x 768 pixels 6 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i5 (4th Gen) 7 / 10 , 65 W , Tubo boost upto 2.7GHz , No , Yes , GDDR3 ,2," Yes, Dell wireless-N 1705 ", 1 Year , Upto 8GB , HDD , NVIDIA GeForce 820M , No ," Yes, 1.4 "," Yes, 4.2 ", No , 1.7GHz ," Yes, DVD Writer ",, Accidental damage warranty ,, No , Yes 10 / 10 , Ubuntu ,, QM87 ," Yes, 1 ", 15.01 x 10.53 x 1 , 1600MHz , 3 MB , QWERTY + Numpad ,, 1TB 10 / 10 , No ,, Linux ,, 4210u ," SD, SDHC, SDXC ", 2 Tuned Speakers with Waves MaxxAudio , 40 WHr , 2GB Graphics , Onsite , No , 8 hours ,, 15.6 inch 
 SATA , Silver Matt , HD Truelife LED-Backlit Display , DDR3 ," Yes, 4 Cell ", 16GB 10 / 10 ,, 2.4 kg ,, 5400 RPM ," Yes, 2 ", No , Intel ,, 1920 x 1080 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i7 (6th Gen) 8 / 10 ,, Turbo Boost Upto 3.1 GHz , No , Yes , GDDR3 ,2," Yes, IEEE 802.11ac ", 2 Years ,, HDD , AMD Radeon R5 M335 , No ," Yes, 1.4a "," Yes, 4.0 ", No , 2.5GHz ," Yes, DVD/CD Writer ",,,, No , Yes 10 / 10 , Windows 10 ,,," Yes, 1 ",, 1600MHz , 4 MB , QWERTY + Numpad ,, 2TB 10 / 10 , No ,, Windows ,, 6500U ," SD, SDHC, SDXC, MMC ", 2 tuned Speakers With Waves MaxxAudio ,, 4GB Graphics ," Onsite, Accidental Damage ", No , 7 hours ,, 15.6 inch 
 SATA , Black , HD LED Backlit Truelife Display , DDR4 ,, 8GB 8 / 10 ,,, No , 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels 6 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i5 (7th Gen) 9 / 10 ,, Turbo Boost Upto 3.1 GHz , No , Yes , GDDR5 ,," Yes, IEEE 802.11ac ", 1 Year ,, HDD , AMD Radeon R7 M445 , No , Yes ," Yes, 4.2 ", No , 2.5GHz , Yes ,,,, No , Yes 10 / 10 , Windows 10 ,,," Yes, 2 ",, 2400MHz , 3 MB ," Backlit, QWERTY + Numpad ",, 1TB 10 / 10 , No ,, Windows ,, 7200U ," SD, SDHC, SDXC ", Dual Speakers ,, 2GB Graphics , Onsite , No , 5 hours , No , 15.6 inch 
 SATA , Black , LED Backlit Display with Truelife , DDR3L ," Yes, 4 Cell ", 4GB 6 / 10 ,, 2.4 kg ,, 5400 RPM ," Yes, 2 ", No , Intel ,, 1366 x 768 pixels 8 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i3 (5th Gen) 7 / 10 ,, 2 Cores , No , Yes ,,2," Yes, IEEE 802.11 b/g/n ", 1 Year , Upto 8GB , HDD , Intel HD Graphics 5500 , No , Yes ," Yes, v4.0 ",, 2GHz ," Yes, DVD Writer ",,,,, Yes 10 / 10 , Windows 10 ,,," Yes, 1 ", 15 x 10.51 x 1 , 1600MHz , 3 MB , QWERTY + Numpad ,, 1TB 10 / 10 ,,, Windows ,, 5005U ," SD, SDHC, SDXC "," Waves MaxxAudio 4, Stereo Speakers ",,, Onsite ,,,, 15.6 inch 
 SATA , Epic Silver , FHD IPS LED Anti-Glare Display with NVIDIA G-SYNC Enabled , DDR4 ,, 16GB 9 / 10 , LED , 4.42 kg ,, 7200 RPM ,, No , Intel ,, 1920 x 1080 pixels 7 / 10 , Audio Recon Software ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i7 (8th Gen) 9 / 10 , 99 W ,, No ,,,2," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , NVIDIA GeForce GTX 1070 ,,," Yes, 5.0 ",, 2.2GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 3 ", 424 x 332 x 29.9 , 2666MHz ,," Backlit, QWERTY + Numpad ",, 512GB 10 / 10 ,,, Windows ,, 8750H ," SD, SDHC, SDXC ", Dual Speakers With a Subwoofer ,, 8GB Graphics ,,, 10 hours ,, 17.3 inch 
 SATA , Epic Silver , QHD TN+WVA Anti-Glare Display with NVIDIA G-SYNC Enabled & Tobii Eye-Tracking , DDR4 ,, 32GB 10 / 10 , LED , 4.42 kg ,, 7200 RPM ,, No , Intel ,, 1920 x 1080 pixels 8 / 10 , Audio Recon Software ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad ,, 99 W ,, No ,,,," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , NVIDIA GeForce GTX 1080 ,,, Yes ,, 2.9GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 3 ", 424 x 332 x 29.9 , 2666MHz ,," Backlit, QWERTY + Numpad ",, 1TB 10 / 10 ,,, Windows ,, 8950HK ," SD, SDHC, SDXC ", Dual Speakers With a Subwoofer ,, 8GB Graphics ,,, 10 hours ,, 17.3 inch 
 SATA , Black , HD LED backlit Display , DDR4 ,, 4GB 6 / 10 , LED , 2.2 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1366 x 768 pixels 8 / 10 , HD Audio Solution ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (6th Gen) 8 / 10 ,,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , Intel HD Graphics 520 ,,," Yes, 4.1 ", Yes , 2.3GHz ," Yes, DVD Writer ",,, Li-Ion ,, Yes 10 / 10 , Ubuntu ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260 x 23.6 ,,, QWERTY + Numpad ,, 1TB 10 / 10 ,,, Linux , 4 Cell , 6100U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Matt Black , LED , DDR4 ,, 16GB 10 / 10 ,, 2.62 kg ,, 7200 RPM ," Yes, 2 ", Yes , Intel ,, 1920 x 1080 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i7 (7th Gen) 9 / 10 ,, Turbo Boost Upto 3.8 GHz , No , Yes , GDDR5 ,1," Yes, IEEE 802.11 a/b/g/n/ac ", 1 Year ,, HDD + SSD , NVIDIA GeForce GTX 1050Ti , No , Yes ," Yes, v4.2 ", Yes , 2.8GHz , No ,,,,, Yes 10 / 10 , Windows 10 ,,," Yes, 2 ", 15.15 x 10.82 x 1 , 2133MHz , 6 MB ," Backlit, QWERTY + Numpad ", 256GB SSD , 1TB 10 / 10 ,,, Windows ,, 7700HQ ," SD, SDHC, SDXC "," Dual Speakers, Waves MaxxAudio Pro ",, 4GB Graphics , Onsite ,,, No , 15.6 inch 
 SATA , Platinum Silver , Full HD LED Backlit IPS Display , DDR4 ,, 8GB 8 / 10 ,, 2 kg , Yes , 5400 RPM , No , No , Intel ,, 1920 x 1080 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i5 (8th Gen) 8 / 10 ,, Turbo Boost Upto 3.4 GHz , No , No , GDDR5 ,," Yes, IEEE 802.11ac ", 1 Year , Upto 32GB , HDD + SSD , NVIDIA GeForce 940MX , No , Yes ," Yes, 4.2 ", No , 1.6GHz , No ,,,, No , Yes 10 / 10 , Windows 10 ,,, No , 15.6 x 9.60 x 0.79 , 2400MHz , 6 MB ," Backlit, QWERTY ", 128GB SSD , 1GB , No ,, Windows ,, 8250U ," SD, SDHC, SDXC ", Built-in Speakers ,, 4GB Graphics , Onsite , Yes ,, No , 15.6 inch 
 SATA , Matte Black , Full HD LED Backlit Anti-glare IPS Display , DDR4 ,, 16GB 9 / 10 ,, 2.65 kg ,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i7 (7th Gen) 9 / 10 ,, Turbo Boost Upto 3.8 GHz , No , Yes , GDDR5 ,," Yes, IEEE 802.11ac ", 1 Year , Upto 32GB , HDD , NVIDIA GeForce GTX 1060 , No , Yes ," Yes, 4.2 ",, 2.8GHz , No ,,,, No ," Yes, HD Webcam 10 / 10 ", Windows 10 ,,,, 15.32 x 10.81 x 0.98 , 2400MHz , 6 MB ," Backlit, QWERTY + Numpad ", 256GB SSD , 1TB 10 / 10 ,,, Windows ,, 7700HQ ," SD, MMC ", Built-in Speaker ,, 6GB Graphics , Onsite ,,, No , 15.6 inch 
 SATA , Platinum Silver , FHD IPS Truelife LED-Backlit Narrow Border Display , DDR4 ,, 8GB 8 / 10 , LED ,,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio(R) Pro ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i5 (8th Gen) 8 / 10 , 42 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 32GB , SSD , NVIDIA GeForce 940MX ,,," Yes, 4.2 ", Yes , 1.6GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 361.4 x 244.5 x 20.4 , 2400MHz ,, QWERTY ,, 128GB 8 / 10 ,, No , Windows , 3 Cell , 8250U ," SD, SDHC, SDXC ", Stereo speakers ,, 4GB Graphics ,,,,, 15.6 inch 
 SATA , Glossy Black , HD Truelife LED-Backlit Display , DDR3 ,, 4GB 7 / 10 ,, 2 kg ,, 5400 RPM ," Yes, 2 ", No , Intel ,, 1366 x 768 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i3 (6th Gen) 8 / 10 ,,, No , Yes ,,2, Yes , 1 Year ,, HDD , Intel HD Graphics 520 , No , Yes , Yes ,, 2.3GHz ," Yes, DVD/CD Writer ",,,,, Yes 10 / 10 , Windows 10 ,,," Yes, 1 ", 14.96 x 10.24 x 0.93 , 1600MHz , 3 MB , QWERTY + Numpad ,, 1TB 10 / 10 ,,, Windows ,, 6100U ," SD, SDHC, SDXC ", 2 Tuned Speakers ,,,,,,, 15.6 inch 
 SATA , Grey , Full HD LED Backlit Truelife Touch Display , DDR4 ,, 4GB 7 / 10 , LED , 1.6 kg ,, 5400 RPM ,, Yes , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (6th Gen) 8 / 10 , 42 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , Intel HD Graphics 520 ,,," Yes, 4.0 ",, 2.3GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 324 x 224 x 19.5 , 2133MHz ,, Backlit ,, 1TB 10 / 10 ,,, Windows , 3 Cell , 6100U ," SD, SDHC, SDXC ", 2 Tuned Speakers ,,,,,,, 13.3 inch 
 SATA , Black , HD LED backlit Display , DDR4 ,, 8GB 9 / 10 , LED , 2.3 kg ,, 5400 RPM ," Yes, 1 ", Yes , Intel ,, 1366 x 768 pixels 8 / 10 , MaxxAudio ," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i3 (7th Gen) 9 / 10 ,,, No ,,,1," Yes, 802.11 b/g/n ", 1 Year , Upto 16GB , HDD , Intel HD Graphics 620 ,,," Yes, 4.0 ",, 2.4GHz ," Yes, DVD Writer ",,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 381 x 259 x 22.8 , 2133MHz ,, QWERTY + Numpad ,, 1TB 10 / 10 ,,, Windows , 4 Cell , 7100U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 15.6 inch 
 SATA , Gray , Full HD LED Backlit Wideview Anti-glare IPS Touch Display , DDR4 ,, 8GB 8 / 10 ,, 1.62 kg ," Yes, 2 ", 5400 RPM ," Yes, 1 ", Yes , Intel ,, 1920 x 1080 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i5 (8th Gen) 9 / 10 , 45 W , Turbo Boost Upto 3.4 GHz , No , No ,,," Yes, IEEE 802.11ac ", 1 Year , Upto 32GB , HDD , Intel HD Graphics 620 , Yes , Yes ," Yes, 4.1 ", No , 1.6GHz , No ,,,, No ," Yes, HD Webcam 10 / 10 ", Windows 10 ,,, No , 12.76 x 8.83 x 0.80 , 2400MHz , 6 MB ," Backlit, QWERTY ",, 1TB 10 / 10 , No ,, Windows ,, 8250U ," SD, SDHC, SDXC ", Built-in Dual Speakers ,,, Onsite , No ,, No , 13.3 inch 
 SATA , Licorice Black , Full HD LED Backlit Anti-glare Display , DDR4 ,, 8GB 8 / 10 ,, 2.2 kg ,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i5 (8th Gen) 9 / 10 , 65 W , Turbo Boost Upto 3.4 GHz , No , No ,,2," Yes, IEEE 802.11ac ", 1 Year , Upto 16GB , HDD , AMD Radeon 530 , No , Yes ," Yes, 4.1 ", No , 1.6GHz , No ,,,, No ," Yes, HD Webcam 10 / 10 ", Windows 10 ,,,, 14.96 x 10.24 x 0.89 , 2400MHz , 6 MB ," Backlit, QWERTY + Numpad ",, 1TB 10 / 10 , No ,, Windows ,, 8250U ," SD, SDHC, SDXC ", Built-in Speaker ,,, Onsite ,,, No , 15.6 inch 
 SATA , Grey , Full HD LED Backlit IPS Multi-touch Display , DDR4 ,, 8GB 8 / 10 , LED , 1.71 kg ,, 5400 RPM ," Yes, 1 ", Yes , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio Pro ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i5 (8th Gen) 9 / 10 , 38 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , HDD , Intel HD Graphics 620 ,,," Yes, 4.1 ", Yes , 3GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 325.1 x 226.1 x 20.3 , 2400MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Windows , 3 Cell , 8250U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 13.3 inch 
 SATA , Black , LED Backlit Display with Truelife , DDR3 ,, 4GB 6 / 10 , LED , 2.2 kg ,, 5400 RPM ,, No , Intel ,, 1366 x 768 pixels 8 / 10 , HD Audio Solution ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i3 (5th Gen) 7 / 10 ,,, No ,,,2," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 8GB , HDD , NVIDIA GeForce 920M ,,," Yes, 4.0 ",, 2GHz ," Yes, Tray load DVD RW Drive (Reads and Writes to DVD/CD) ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Ubuntu ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260 x 21.7 , 1600MHz ,, QWERTY + Numpad ,, 1TB 10 / 10 ,, Yes 10 / 10 , Linux , 4 Cell , 5005U ," SD, SDHC, SDXC ", Stereo speakers ,, 2GB Graphics ,,,,, 15.6 inch 
, Silver , FHD AG Infinity Edge Display , DDR3 ,, 8GB 8 / 10 , LED , 2.2 kg ,,,, No , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio Pro ," Microphone Jack, Headphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i5 (8th Gen) 9 / 10 , 60 W ,, Yes 10 / 10 ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , Intel HD Graphics 620 ,,," Yes, 4.1 ", Yes , 3GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 304 x 200 x 15 , 1866MHz ,, QWERTY ,, 256GB 9 / 10 ,, No , Windows , 4 Cell , 8250U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 13.3 inch 
, Silver Machined Aluminum , Full HD InfinityEdge LED Display , DDR3 ,, 8GB 8 / 10 , LED , 1.4 kg ,,,, No , Intel ,, 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio Pro ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i5 (8th Gen) 8 / 10 , 52 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, SSD , Intel HD Graphics 620 ,,," Yes, 4.1 ", Yes , 1.6GHz , No , 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 302 x 199 x 11.6 , 1866MHz ,, QWERTY ,, 256GB 9 / 10 ,, No , Windows , 4 Cell , 8250U ," SD, SDHC, SDXC ", Stereo speakers ,,,,,,, 13.3 inch 
 SATA , Silver , IPS Truelife LED-Backlit Touch Display with Wide Viewing Angles-IR Camera , DDR4 ,, 8GB 8 / 10 ,, 1.9 kg ," Yes, 2 ", 7200 RPM ," Yes, 1 ", Yes , Intel ,, 1920 x 1080 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i5 (7th Gen) 8 / 10 ,, Turbo Boost Upto 3.1 GHz , No , No ,,2, Yes , 1 Year , Upto 16GB , HDD , Intel HD Graphics , Yes , Yes ," Yes, v4.0 ", No , 2.5GHz , No ,,,, No ," Yes, 0.9 MP 10 / 10 ", Windows 10 ,,,, 15.35 x 10.24 x 0.94 , 2400MHz , 3 MB ," Backlit, QWERTY + Numpad ",, 1TB 10 / 10 , No ,, Windows ,, 7200U ," SD, SDHC, SDXC ", Stereo Speakers ,,, Carry in , No ,, No , 15.6 inch 
 SATA , Black , FHD Anti-Glare LED-Backlit Display , DDR4 ,, 8GB 8 / 10 , LED , 2.2 kg ,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels 7 / 10 , HD Audio Solution ," Headphone Jack, Headphone + Microphone Combo Jack, Microphone Jack ", Trackpad , Intel Core i5 (8th Gen) 8 / 10 ,,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 16GB , HDD , AMD Radeon 530 ,,," Yes, 4.1 ",, 1.6GHz ," Yes, DVD RW Drive ",,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",,, 380 x 258 x 22.7 , 2400MHz ,, QWERTY + Numpad ,, 2TB 10 / 10 ,,, Windows , 3 Cell , 8250U ," SD, SDHC, SDXC ", Stereo speakers ,, 4GB Graphics ,,,,, 15.6 inch 
 SATA , Black , Full HD LED IPS Display , DDR4 ,, 4GB 7 / 10 , LED , 2.1 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels 7 / 10 ,," Headphone Jack, Microphone Jack, Headphone + Microphone Combo Jack ", Trackpad , Intel Core i5 (8th Gen) 9 / 10 , 40 W ,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 8GB , HDD , AMD Radeon 520 ,,," Yes, 4.1 ", Yes , 1.6GHz ," Yes, DVD Writer ", 720p HD ,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 380 x 260 x 23.6 , 2133MHz ,, QWERTY ,, 1TB 10 / 10 ,, No , Windows , 4 Cell , 8250U ," SD, SDHC, SDXC ", Stereo speakers ,, 2GB Graphics ,,,,, 15.6 inch 
 SATA , Platinum SIlver , Full HD LED Backlit Anti-glare Display , DDR4 ,, 8GB 8 / 10 ,, 2.2 kg ,, 5400 RPM ,, No , Intel ,, 1920 x 1080 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i5 (8th Gen) 8 / 10 , 65 W , Turbo Boost Upto 3.4 GHz , No ,, GDDR5 ,," Yes, IEEE 802.11ac ", 1 Year , Upto 16GB , HDD , AMD Radeon 530 , No , Yes ," Yes, 4.1 ",, 1.6GHz ," Yes, CD/DVD writer ",,,, No ," Yes, HD Webcam 10 / 10 ", Windows 10 ,,,, 14.96 x 10.24 x 0.89 , 2400MHz , 6 MB , QWERTY + Numpad ,, 2TB 10 / 10 ,,, Windows ,, 8250U ," SD, SDHC, SDXC ", Built-in Speaker ,, 4GB Graphics , Onsite , No ,, No , 15.6 inch 
 SATA , Black , Full HD LED Backlit Anti-glare Display , DDR4 ,, 8GB 8 / 10 ,, 1.67 kg , Yes , 5400 RPM , No , No , Intel ,, 1920 x 1080 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i5 (8th Gen) 8 / 10 ,, Turbo Boost Upto 3.4 GHz , No , Yes , GDDR5 ,," Yes, IEEE 802.11ac ", 1 Year , Upto 32GB , HDD + SSD , AMD Radeon 530 , No , Yes ," Yes, 4.2 ", No , 1.6GHz , No ,,,, No ," Yes, HD Webcam 10 / 10 ", Windows 10 ,,, No , 15.6 x 9.60 x 0.79 , 2400MHz , 6 MB ," Backlit, QWERTY ", 128GB SSD , 1GB , No ,, Windows ,, 8250U ," SD, SDHC, SDXC ", Built-in Speakers ,, 4GB Graphics , Onsite ," Yes, 1 ",, No , 15.6 inch 
 SATA , Black , LED Backlit Display with Truelife , DDR3 ,, 4GB 7 / 10 ,, 2.2 kg ,, 5400 RPM ," Yes, 2 ",, Intel , 0.3MP , 1366 x 768 pixels 8 / 10 ,," Headphone Jack, Microphone Jack ", Trackpad , Intel Core i3 (5th Gen) 8 / 10 ,, 2 Cores ,, Yes ,,2," Yes, 802.11 a/b/g/n/ac ", 1 Year , Upto 8GB , HDD , Intel HD Graphics 4000 ,," Yes, 1 "," Yes, v4.0 ",, 2GHz ," Yes, CD, DVD, DVD Writer ",,,,,, Windows 10 ,,," Yes, 1 ", 14.96 x 10.23 x 0.85 , 1600MHz , 3 MB , QWERTY + Numpad ,, 1TB 10 / 10 ,,, Windows ,, 5005U ," SD, SDHC, SDXC ", Stereo Speakers , 4 Cell ,, Onsite ,,,, 15.6 inch 
 SATA , Black , FHD Anti-glare LED-Backlit Display , DDR4 ,, 16GB 10 / 10 ,, 2.6 kg ,, 5400 RPM ," Yes, 1 ", No , Intel ,, 1920 x 1080 pixels 7 / 10 ,, Headphone + Microphone Combo Jack , Trackpad , Intel Core i7 (7th Gen) 9 / 10 ,,, No , Yes , GDDR5 ,2, Yes , 1 Year ,, HDD , AMD Radeon R7 M445 , No , Yes , Yes ,, 2.7GHz ," Yes, DVD/CD Writer ",,,,, Yes 10 / 10 , Windows 10 ,,," Yes, 2 ", 15.35 x 10.20 x 0.92 , 2400MHz , 4 MB ," Backlit, QWERTY + Numpad ",, 2TB 10 / 10 ,,, Windows ,, 7500U ," SD, SDHC, SDXC ", 2 Tuned Speakers ,, 4GB Graphics ,,, 6 hours ,, 15.6 inch 
 SATA , Silver , Full HD LED Backlit Wide Viewing Angles Truelife Touch Display , DDR4 ,, 8GB 8 / 10 , LED , 1.6 kg ,, 5400 RPM ," Yes, 1 ", Yes , Intel , 0.3MP , 1920 x 1080 pixels 7 / 10 , Waves MaxxAudio Pro ," Microphone Jack, Headphone Jack ", Trackpad , Intel Core i7 (7th Gen) 9 / 10 ,,, No ,,,1," Yes, 802.11 a/b/g/n/ac ", 1 Year ,, HDD , Intel HD Graphics 520 ,,," Yes, 4.0 ",, 2.7GHz ,,,, Li-Ion ,, Yes 10 / 10 , Windows 10 ," Laptop, Power Adapter & Cable, Quick Start Guide ",," Yes, 2 ", 324 x 224 x 20.4 , 2133MHz ,, Backlit ,, 1TB 10 / 10 ,, Yes 10 / 10 , Windows , 3 Cell , 7500U ," SD, SDHC, SDXC ", 2 Tuned Speakers ,,,,, 7 hours ,, 15.6 inch 
